Cikkszám,Termék Név,Státusz,Nettó Ár,Bruttó Ár,Kategória,Rövid Leírás,Hosszú leírás,Kép link,Egység,Tömeg,Paraméter: Lemez állapota||text,Paraméter: Borító állapota||text,Paraméter: Label||text,Raktárkészlet
Misdemeanor-WWS-91153,UFO (5) / Misdemeanor WWS-91153,1,17856.45,17856.45,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1985<br /><br />0129 
 Yes OBI! Yes Insert!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Chrysalis,0
Straight-Ahead-S-1001,Zenit (4) / Straight Ahead S 1001,1,47617.2,47617.2,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Austria, 1986<br /><br />0129 
  Yes Insert!",,,db,0.2,Very Good (VG),Very Good Plus (VG+),"Spray Records, Spray Records",0
Actually-SLPXL-37186,Pet Shop Boys / Actually SLPXL 37186,1,5952.15,5952.15,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic",,,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),"Gong, Parlophone",0
Appetite-For-Destruction-924-138-1,Guns N' Roses / Appetite For Destruction 924 138-1,1,15872.4,15872.4,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Yugoslavia, 1989<br /><br />0129 
 Az  eredeti belső tok is nagyon jó állapotban van!",,,db,0.2,Very Good (VG),Near Mint (NM or M-),"Geffen Records, Jugoton",0
Bicycle-Race-LP-106,Queen / Bicycle Race LP - 106,1,119043.0,119043.0,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock",,,,db,0.2,Very Good (VG),Very Good Plus (VG+),"Pacific (2), Pacific (2)",0
Ujra-Itt-Vagyok-SLPM-17998,Aradszky László / Újra Itt Vagyok SLPM 17998,1,1190.43,1190.43,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Pop",,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Pepita,0
Black-Metal-NEAT-1005,Venom (8) / Black Metal NEAT 1005,1,23808.6,23808.6,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock",,,,db,0.2,Very Good (VG),Near Mint (NM or M-),Neat Records,0
Die-MenschMaschine-1-C-058-32-843,Kraftwerk / Die Mensch•Maschine 1 C 058-32 843,1,31744.8,31744.8,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Germany, 1978<br /><br />0129 
 A bóritó elején 3x3 cm es sérülés! Itt fehér a boritó le van kaparva a festék. Kérésre küldök képet! Az  eredeti belső tok is  jó állapotban van!",,,db,0.2,Very Good (VG),Near Mint (NM or M-),"Kling Klang, Kling Klang, EMI Electrola",0
Nude-253P-5160,Dead Or Alive / Nude 25・3P-5160,1,19840.5,19840.5,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1988<br /><br />0129 
 Yes OBI! Yes Insert! No poszter!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Epic,0
The-Broadway-Album-CBS-86322,Barbra Streisand / The Broadway Album CBS 86322,1,1984.05,1984.05,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Pop","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Yugoslavia, 1986<br /><br />0129 
 Az  eredeti belső tok is nagyon jó állapotban van!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"CBS, Suzy",0
A-Kind-Of-Hush-SP-4581,Carpenters / A Kind Of Hush SP 4581,1,1984.05,1984.05,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock",,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),A&M Records,0
Rock-On-With-The-Shadows-1A022-58055,The Shadows / Rock On With The Shadows 1A022-58055,1,1984.05,1984.05,"Új bakelit/vinyl lemezek és CD-k|Pop, world, OST, klasszikus és jazz ÚJ LP",,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"Music For Pleasure, EMI",0
The-Concerts-In-China-3220117,Jean-Michel Jarre / The Concerts In China 3220117,1,5158.53,5158.53,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Yugoslavia, 1982<br /><br />0129 
 Az  eredeti belső tokok is nagyon jó állapotban van!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"PGP RTB, Polydor",0
Take-A-Little-Rhythm-AMP-28001,Ali Thomson / Take A Little Rhythm AMP-28001,1,3571.29,3571.29,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1980<br /><br />0129 
 Yes OBI! Yes Insert!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),A&M Records,0
Wonderful-Life-SLPXL-37217,Black (2) / Wonderful Life SLPXL 37217,1,3174.48,3174.48,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic",,,,db,0.2,Very Good (VG),Near Mint (NM or M-),"Gong, A&M Records",0
Kingdom-Blow-25PP-202,Kurtis Blow / Kingdom Blow 25PP-202,1,7936.2,7936.2,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Hip Hop","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1986<br /><br />0129 
 Yes OBI! Yes Insert!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Mercury,0
Comedy-395222-1,Black (2) / Comedy 395222-1,1,3174.48,3174.48,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 1988<br /><br />0129 
 Az  eredeti belső tok is nagyon jó állapotban van!",,,db,0.2,Near Mint (NM or M-),Very Good Plus (VG+),"A&M Records, A&M Records",0
Omega-8-Csillagok-Utjan-SLPX-17570,Omega (5) / Omega 8: Csillagok Útján SLPX 17570,1,3174.48,3174.48,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock",,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Pepita,0
In-Ogni-Senso-SLPXL-37453,Eros Ramazzotti / In Ogni Senso SLPXL 37453,1,1984.05,1984.05,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock",,,,db,0.2,Near Mint (NM or M-),Very Good Plus (VG+),Gong,0
The-Ravel-Album-PL-13412-AS,Tomita / The Ravel Album PL 13412 AS,1,3968.1,3968.1,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic",,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"RCA Victor, RCA",0
Living-Eyes-2420023,Bee Gees / Living Eyes 2420023,1,1984.05,1984.05,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic",,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"PGP RTB, Polydor, RSO",0
Arrested-The-Music-Of-The-Police-RPL-8190,Royal Philharmonic Orchestra / Arrested (The Music Of The Police) RPL-8190,1,3968.1,3968.1,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1983<br /><br />0129 
 Yes OBI! Yes Insert!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),RCA,0
Victim-Of-Love-Limited-Edition-Remix-INT-126867,Erasure / Victim Of Love (Limited Edition Remix) INT 126.867,1,7936.2,7936.2,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic",,,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),"Mute, Mute",0
Chnd-Binod-Folk-Ballads-of-Mymensingh-ECSD-2549,Nirmalendu Chowdhury / Chānd Binod (Folk Ballads of Mymensingh) ECSD 2549,1,13888.35,13888.35,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Folk, World, & Country",,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),His Master's Voice,0
Ancora-Da-Capo-1115-3014,Ganelin Trio / Ancora Da Capo 1115 3014,1,6745.77,6745.77,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz",,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Supraphon,0
Organisation-For-Fun-ZYX-20100,Off / Organisation For Fun ZYX 20.100,1,7936.2,7936.2,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic",,,,db,0.2,Very Good (VG),Very Good Plus (VG+),"ZYX Records, ZYX Records",0
Witkacy-Peyotl,Tomasz Stańko / Witkacy Peyotl / Freelectronic PSJ-154,1,23808.6,23808.6,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz",,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"PolJazz, PolJazz",0
A-Momentary-Lapse-Of-Reason-SLPXL-37172,Pink Floyd / A Momentary Lapse Of Reason SLPXL 37172,1,7936.2,7936.2,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock",,,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),"Gong, EMI",0
Crazy-World-SLPXL-37497,Scorpions / Crazy World SLPXL 37497,1,9920.25,9920.25,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock",,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Gong,0
Seventh-Son-Of-A-Seventh-Son-SLPXL-37213,Iron Maiden / Seventh Son Of A Seventh Son SLPXL 37213,1,15872.4,15872.4,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock",,,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Gong,0
Black-Sabbath-832-702-1,Black Sabbath / Black Sabbath 832 702-1,1,17459.64,17459.64,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock",,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Vertigo,0
A-,"László Dubrovay / ""A² ""/ Oscillations Nos. 1-3 SLPX 12030",1,7936.2,7936.2,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic",,,,db,0.2,Very Good (VG),Very Good Plus (VG+),Hungaroton,0
Seventh-Star-2223481,"Black Sabbath, Tony Iommi / Seventh Star 2223481",1,17856.45,17856.45,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock",,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"PGP RTB, Philips",0
Blaze-Of-Glory-SLPXL37475,Jon Bon Jovi / Blaze Of Glory SLPXL37475,1,7936.2,7936.2,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock",,,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Gong,0
In-Spite-Of-Harrys-Toe-Nail-SF-8261,Gnidrolog / ...In Spite Of Harry's Toe-Nail SF 8261,1,71425.8,71425.8,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock",,,,db,0.2,Very Good Plus (VG+),Very Good Plus (VG+),RCA Victor,0
Kiss-Her-C12Y0265,Jane Hill / Kiss Her C12Y0265,1,11904.3,11904.3,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1987<br /><br />0129 
 Yes OBI! Yes Insert!",,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Canyon International,0
Dont-Let-Go-ALI-13009,Tasha (5) / Don't Let Go ALI-13009,1,3968.1,3968.1,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1987<br /><br />0129 
 Yes OBI! Yes Insert!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Alfa International,0
19-The-Final-Story-WWS-63050,Paul Hardcastle / 19 (The Final Story) WWS-63050,1,11110.68,11110.68,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1985<br /><br />0129 
 No OBI! Yes Insert!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Chrysalis,0
Tug-Of-War-EPS-81485,Paul McCartney / Tug Of War EPS-81485,1,9920.25,9920.25,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1982<br /><br />0129 
 No OBI! Yes Insert!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"Odeon, MPL (2)",0
Brand-New-Lover-123P-768,"Dead Or Alive, Dead Or Alive / Brand New Lover = ブランド・ニュー・ラヴァー 12・3P-768",1,5952.15,5952.15,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1986<br /><br />0129 
 No OBI! Yes Insert!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Epic,0
Our-Masters-Voice-PSJ-186,Free Cooperation / Our Master's Voice PSJ 186,1,5952.15,5952.15,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz",,,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Poljazz,0
Amigos-25AP-827,Santana / Amigos 25AP 827,1,6745.77,6745.77,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1978<br /><br />0129 
 No OBI! Yes Insert! Az  eredeti belső tok is nagyon jó állapotban van!",,,db,0.2,Very Good Plus (VG+),Very Good Plus (VG+),CBS/Sony,0
Bad-Boy-2344-109,Ringo Starr / Bad Boy 2344 109,1,2380.86,2380.86,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock",,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Polydor,0
Greatest-Hits-2221217,Rita Coolidge / Greatest Hits 2221217,1,2380.86,2380.86,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz",,,,db,0.2,Very Good Plus (VG+),Very Good Plus (VG+),"PGP RTB, A&M Records",0
King-Of-The-Blues-1989-MCA-42183,B.B. King / King Of The Blues: 1989 MCA-42183,1,5952.15,5952.15,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Blues",,,,db,0.2,Very Good Plus (VG+),Very Good Plus (VG+),MCA Records,0
My-Real-Name-Is-arold-SF-8283,Allan Clarke / My Real Name Is 'arold SF 8283,1,3174.48,3174.48,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in UK, 1972<br /><br />0129 
 Insert megvan szép állapotban van!",,,db,0.2,Near Mint (NM or M-),Very Good Plus (VG+),RCA Victor,0
With-Strings-0068239,Art Van Damme / With Strings 0068.239,1,3968.1,3968.1,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz",,,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),"MPS Records, MPS Records",0
Heartbreaker-25RS-176,Dionne Warwick / Heartbreaker 25RS-176,1,3174.48,3174.48,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Funk / Soul","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1982<br /><br />0129 
 Yes OBI! Yes Insert!",,,db,0.2,Near Mint (NM or M-),Very Good Plus (VG+),Arista,0
Night-And-Day-AMP-28059,Joe Jackson / Night And Day AMP-28059,1,7936.2,7936.2,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1982<br /><br />0129 
 No OBI! Yes Insert! ",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),A&M Records,0
Shanghai-WWS-81538,Shanghai (4) / Shanghai WWS-81538,1,5952.15,5952.15,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1982<br /><br />0129 
 Yes OBI! Yes Insert!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Chrysalis,0
Dying-For-The-World-06076-85232-2,W.A.S.P. / Dying For The World 06076-85232-2,1,3968.1,3968.1,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock",,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"Metal-is Records, Sanctuary",0
Holy-AFM-433-2,U.D.O. (2) / Holy AFM 433-2,1,5158.53,5158.53,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock",,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),AFM Records,0
Whatever-Happened-To-Jugula-BEGA-60,"Roy Harper, Jimmy Page / Whatever Happened To Jugula? BEGA 60",1,7936.2,7936.2,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in UK, 1985<br /><br />0129 
 Eredeti belső megvan szép állapotban!",,,db,0.2,Near Mint (NM or M-),Very Good Plus (VG+),Beggars Banquet,0
Lace-And-Whiskey-RCV1-3027,Alice Cooper (2) / Lace And Whiskey RCV1 3027,1,7936.2,7936.2,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in US, 2018<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),Warner Bros. Records,0
s-Of-Werner-Herzogs-Nosferatu-The-Vampyre-0060167,Popol Vuh / Brüder Des Schattens - Söhne Des Lichts (Original Soundtracks Of Werner Herzogs Nosferatu The Vampyre) 0060.167,1,31744.8,31744.8,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic",,,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Brain,0
A-Flame-The-Very-Best-Of-Chris-de-Burgh-397-034-1,Chris de Burgh / Spark To A Flame (The Very Best Of Chris de Burgh) 397 034-1,1,5952.15,5952.15,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 1989<br /><br />0129 
 Az  eredeti belső tok is nagyon jó állapotban van!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),A&M Records,0
Csak-Egy-Tanc-Volt-SLPM-16777,Szécsi Pál / Csak Egy Tánc Volt... SLPM 16777,1,1984.05,1984.05,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Pop",,,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Qualiton,0
Seleccion-SLPX-15079,Victor Jara / Seleccion SLPX 15079,1,3968.1,3968.1,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Latin",,,,db,0.2,Very Good (VG),Near Mint (NM or M-),Hungaroton,0
Affenstunde-IC-58-159,Popol Vuh / Affenstunde IC 58 159,1,19840.5,19840.5,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic",,,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Innovative Communication,0
Love-Cry-AS-9165,Albert Ayler / Love Cry AS-9165,1,35712.9,35712.9,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz",,,,db,0.2,Very Good Plus (VG+),Very Good Plus (VG+),"Impulse!, ABC Records",0
Las-Reglas-Del-Juego-SL-21503,P.V.P. (2) / Las Reglas Del Juego SL-21503,1,3968.1,3968.1,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Spain, 1984<br /><br />0129 
 Az  eredeti belső tok is nagyon jó állapotban van!",,,db,0.2,Near Mint (NM or M-),Very Good Plus (VG+),21 Records (3),0
Illes-1965-1969-Legendas-Kislemezek-SLPX-17757,Illés / Illés 1965-1969. Legendás Kislemezek SLPX 17757,1,1984.05,1984.05,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1983<br /><br />0129 
 Insert megvan!",,,db,0.2,Very Good (VG),Near Mint (NM or M-),Krém,0
Szikrazo-Lanyok-Bacso-Peter-Szines-Filmje,Various / Szikrázó Lányok  - Bacsó Péter Színes Filmje / Pop Zene - Pop Mozi SLPX 17469,1,7936.2,7936.2,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock",,,,db,0.2,Very Good Plus (VG+),Very Good Plus (VG+),Pepita,0
z-Ordog-Alarcosbalja-Devils-Masquerade-SLPX-17439,Syrius / Az Ördög Álarcosbálja = Devil's Masquerade SLPX 17439,1,51585.3,51585.3,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz",,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"Pepita, Pepita",0
Bolond-Varos-LPX-17422,Neoton Família / Bolond Város LPX 17422,1,19840.5,19840.5,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock",,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"Pepita, Pepita, Qualiton",0
